[2025-07-12 01:03:53] [INFO    ] discord.client: logging in using static token
[2025-07-12 01:05:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-11T22:05:20.001000+00:00', 'pinned': False, 'nonce': '1393352481806745600', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1393327582761586760'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:39:32.828000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393352486424678471', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!qwerty goodnyt', 'components': [], 'channel_type': 0, 'channel_id': '1393270499852681218', 'author': {'username': 'own_the_net', 'public_flags': 0, 'primary_guild': None, 'id': '1032271783576997958', 'global_name': 'AKM', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1393270498934394930'}}
[2025-07-12 01:05:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:05:19] [DEBUG   ] discord.client: Dispatching event message
[2025-07-12 01:05:19] [DEBUG   ] discord.client: Dispatching event command
[2025-07-12 01:05:21] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1393270499852681218/messages with {"content":"Good night to you as well. Is there anything I can help you with before you go, or would you like to chat for a bit?","components":[],"nonce":"2448297243747139173","enforce_nonce":true,"tts":false} has returned 200
[2025-07-12 01:05:21] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1393270499852681218/messages has received {'type': 0, 'content': 'Good night to you as well. Is there anything I can help you with before you go, or would you like to chat for a bit?', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-11T22:05:22.228000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1393352495765389352', 'channel_id': '1393270499852681218', 'author': {'id': '1393267805784375378', 'username': 'daemon_time_v1', 'avatar': None, 'discriminator': '4613', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2448297243747139173'}
[2025-07-12 01:05:21] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-12 01:05:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-11T22:05:22.228000+00:00', 'pinned': False, 'nonce': '2448297243747139173', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1393271354069090336'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:42:56.574000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393352495765389352', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Good night to you as well. Is there anything I can help you with before you go, or would you like to chat for a bit?', 'components': [], 'channel_type': 0, 'channel_id': '1393270499852681218', 'author': {'username': 'daemon_time_v1', 'public_flags': 0, 'primary_guild': None, 'id': '1393267805784375378', 'global_name': None, 'display_name_styles': None, 'discriminator': '4613', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1393270498934394930'}}
[2025-07-12 01:05:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:05:21] [DEBUG   ] discord.client: Dispatching event message
